uid,admiraltyCode,motivation,subject,researcherComments,rawText,rawTextTranslated,created,dateOfInformation,sourceCharacterization,similarReports.uid,similarReports.admiraltyCode,similarReports.motivation,similarReports.subject,similarReports.dateOfInformation,similarReports.sourceCharacterization,similarReports.portalReportUrl,entities.type,entities.value,derivedEntities.type,derivedEntities.value,locations.region,locations.country,locations.link,tags,portalReportUrl,lastUpdated,actorSubjectsOfReport.handle,reportAttachments.fileName,reportAttachments.url,reportAttachments.fileSize
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,paolo,EmailAddress,v-a-n-y-a@mail.ru,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,paypal,Facebook,facebook.com/cardreadertech,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,pos,Facebook,facebook.com/profile.php?id=100007364777234,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,rashpil',FileSize,11264,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,rik474,FileSize,1181184,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,Robsky,FileType,cscwcng.dll,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,Smith,FileType,HelloWorld2_protected.exe,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,Stiga,Handle,-atm-,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,tres,Handle,ArChang,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Handle,wav,Handle,ATAMAH,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Jabber,cc_cerber@crd.support,Handle,bzimm1988,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,Jabber,cc_cerber@exploit.im,Handle,Carbanak,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,Cardreadertech Msr,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,chicagoist,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,cxemnet,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,darkro,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,dbasejob,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,EvgeN,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,fersa,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,gookee,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,Grigory O Krylov,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,Ivan A Rybkin,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,Ivan Turist,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,jasoven,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,Jon Travolta,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,lebowski,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,marck,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,msrx6,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,proffi,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,ShadowHunter,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,ShadowHunter777,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,skimerok,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,SKUBAGU,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,sl111,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,storeflowers,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,wav,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,wavjabbim,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,Zaza_F,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,Иван Лебедев,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Handle,Рыбкин Иван Анатольевич,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,ICQ,242676546,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,ICQ,655803449,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,ICQ,823400,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,IPAddress,112.97.54.202,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,IPAddress,195.144.11.44,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,IPAddress,43.252.178.2,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Jabber,atm@jabber.no,,,,,,,,,,
98bae74ae4b787b954a18c6f49d9e54029318f37acee7036f704a8a5d3083636,,,,,,,,,,,,,,,,,,,Jabber,decode.wav@jabbim.cz,,,,,,,,,,
